"","year","cc","share_for_maj","share_aut","share_dem","state_dummy","state_percent","number_comp","country_text_id","v2x_regime","v2x_polyarchy","v2clkill","v2cltrnslw","v2x_execorr","v2x_ex_military","v2x_ex_hereditary","v2exl_legitperf","v2smgovfilcap","v2smgovfilprc","v2smgovshutcap","v2smgovshut","v2smgovsm","v2smgovsmmon","v2smgovsmcenprc","v2smgovshut_ord","v2smgovfilprc_ord","e_pt_coup","v2clkill_inv","PTS_A","PTS_H","PTS_S","theta_mean","theta_sd","killing_estimate_mean","killing_estimate_median","theta_mean_inv","nat_resources","gdppc","gdppc_growth","pop_total","pop_rural","trade","penetration","no_protests","no_riots","no_vio_against_civ","no_fatalities","pci_score","PTS_S_before","PTS_S_before2","theta_mean_inv_before","theta_mean_inv_before2","v2clkill_before","v2clkill_before2","loggdp","logpop","lognat","logprotest","logviociv","z.pts_s","z.loggdp","z.gdppc_growth","z.logpop","z.pop_rural","z.penetration","z.lognat","z.v2x_ex_military","z.v2x_ex_hereditary","z.trade","z.state_dummy","z.v2cltrnslw","z.theta_mean_inv","z.logprotest","z.logviociv","aut_ep_id","aut_ep","conflict","censor","shut","monitor","onlinerep","treatment_aut","year_factor"
"11",2000,"EQG",0,0,0,1,1,1,"GNQ",1,0.188,-1.037,-1.42,0.939,0.25,0,0.125,1.05,-1.15,0.358,-0.912,-1.244,-1.274,-0.967,3,2,0,1.037,2,NA,3,-0.32872175744827,0.229254292996745,0,0,5.66490391114396,88.5923456549581,1527.05637771592,13.0453344731756,684977,348708,NA,0.132354665,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,7.33109722511071,13.4371405400383,4.48404546172279,-Inf,0,-0.388490665391148,0.371973931570866,1.58549727001885,-2.14555648068622,-0.740101863358481,-0.661142642384592,2.16394598471979,-0.213387139207132,-0.274326546922476,NA,0.63610182605978,-1.12839260562478,-0.231436598317814,NA,NA,NA,NA,0,1.15,0.912,1.274,1.274,0,"2000"
"12",2000,"ERI",0,0,0,1,1,1,"ERI",0,0.121,-1.121,-2.088,0.509,0.3,0,-0.101,-1.434,-1.835,1.271,-2.604,-1.924,-1.78,-2.562,1,1,0,1.121,4,NA,2,-0.114146585091061,0.226593031197045,0,0,5.45032873878675,4.92225490549683,295.19692403481,-4.61549158904921,2392880,1756685,67.8813619265146,0.136711941,0,0,1,193,NA,NA,NA,NA,NA,NA,NA,5.68764267273575,14.6880082193732,1.59376673963575,-Inf,0,-1.48305942225366,-1.19964505542163,-0.829924218717896,-1.1936508884048,-0.667857099160191,-0.660846204945289,-0.636823391718205,0.0930999650951019,-0.274326546922476,0.0473356384485483,0.63610182605978,-1.78895256123056,-0.469544674864519,NA,NA,NA,0,0,1.835,2.604,1.78,2.604,0,"2000"
"13",2000,"ETH",0,0,0,1,1,1,"ETH",1,0.24,-0.604,0.099,0.473,0.286,0,0.196,-0.58,-0.962,0.836,-1.035,-0.668,-0.036,-1.07,3,2,0,0.604,4,NA,3,-1.06504925073284,0.197080456263039,0.138666666666667,0,6.40123140442854,18.4852654796037,122.961659681414,2.98069409750323,67031867,57151370,NA,0.015263767,0,5,0,1413,32,NA,NA,NA,NA,NA,NA,4.81187259687358,18.0206786911463,2.91697395417909,-Inf,-Inf,-0.388490665391148,-2.03713513233056,0.208984724447464,1.3424987873137,2.17450179992949,-0.66910865738313,0.645405279466402,0.00728357589047634,-0.274326546922476,NA,0.63610182605978,0.373689089832073,0.585645458326551,NA,NA,NA,0,2,0.962,1.035,0.036,1.035,0,"2000"
"14",2000,"GAB",1,0.5,0.5,0,0,2,"GAB",1,0.34,2.056,0.866,0.821,0.417,0,1.58,-0.081,0.708,0.579,-1.701,-0.463,0.674,0.227,2,3,0,-2.056,NA,NA,2,0.987992607535355,0.24595113934816,0,0,4.34818954616034,47.7698658424489,3991.15715141003,-4.36268695523565,1272935,268857,101.701928939637,1.216140618,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8.29183648072302,14.0568358157489,3.866395018992,-Inf,-Inf,-1.48305942225366,1.29071917675417,-0.795348840260849,-1.67397071010103,-0.744199101215348,-0.587409710924766,1.56542362349415,0.81027978916233,-0.274326546922476,0.979961366677789,-1.570014961593,1.13214640412793,-1.69255775862493,NA,NA,NA,0,0,-0.708,1.701,-0.674,1.701,1,"2000"
"15",2000,"GAM",0,0,0,1,1,1,"GMB",1,0.258,-1.022,-0.756,0.747,0.375,0,0.446,0.882,-0.655,0.256,-1.136,-0.635,-0.185,-0.385,2,2,0,1.022,3,NA,3,0.401854853381079,0.229648979353391,0,0,4.93432730031461,2.25584549955561,544.620961107601,2.48810279380524,1437539,749418,56.3598198850954,0.921794919,0,3,2,18,NA,NA,NA,NA,NA,NA,NA,6.30009006849567,14.1784431817204,0.813524847051125,-Inf,0.693147180559945,-0.388490665391148,-0.613967797526396,0.141614397831661,-1.58142796265994,-0.719541016510914,-0.607434856286529,-1.39290189109112,0.552830621548453,-0.274326546922476,-0.270378920640104,0.63610182605978,-0.471788098854965,-1.04213706130053,NA,NA,NA,NA,0,0.655,1.136,0.185,1.136,0,"2000"
"16",2000,"GNB",1,0.5,0.5,0,0,2,"GNB",1,0.432,-0.29,0.455,0.962,0.2,0,-0.077,-2.136,1.078,-1.479,1.485,0.722,0.762,1.545,4,3,0,0.29,2,NA,2,0.689845033199358,0.283450037459443,0,0,4.64633712049634,11.8568115340533,301.495570983905,3.3391741443949,1230849,784752,54.8733509134716,0.230103171,0,0,1,14,NA,NA,NA,NA,NA,NA,NA,5.70875532612204,14.0232147331423,2.47290251543971,-Inf,0,-1.48305942225366,-1.17945523825891,0.258013031815122,-1.6995562273228,-0.717727992222746,-0.654492543374498,0.215086335806209,-0.519874243509366,-0.274326546922476,-0.311369339476456,-1.570014961593,0.725724036232757,-1.36171172144208,NA,NA,NA,0,0,-1.078,-1.485,-0.762,-0.762,1,"2000"
"17",2000,"GUI",0.666666666666667,0.333333333333333,0.333333333333333,0,0,3,"GIN",1,0.268,-0.492,-0.482,0.959,0.4,0,0.009,-1.259,0.291,0.094,-0.38,0.312,0.814,-1.155,3,3,0,0.492,3,NA,4,-0.908957218301688,0.208409390587683,0.00466666666666667,0,6.24513937199738,12.3846874448677,359.286670018273,0.510408915766945,8336967,5763429,53.4817190113594,0.095424924,5,9,5,1345,NA,NA,NA,NA,NA,NA,NA,5.88412059356561,15.9362100391265,2.51646082603569,1.6094379124341,1.6094379124341,0.706078091471365,-1.01175520446421,-0.128869229283288,-0.243774005223358,-0.462266897414768,-0.663655073971701,0.257295684501309,0.70607417369957,-0.274326546922476,-0.349744559963767,-1.570014961593,-0.200839853591516,0.412434488957845,NA,NA,NA,NA,0,-0.291,0.38,-0.814,0.38,1,"2000"
"18",2000,"KEN",0.333333333333333,0,0.333333333333333,1,0.666666666666667,3,"KEN",1,0.377,-1.051,0.205,0.783,0.188,0,-0.262,-0.872,1.522,-0.73,1.385,1.792,0.51,1.215,4,4,0,1.051,3,NA,3,-0.878466453597691,0.19367060700413,0.00933333333333333,0,6.21464860729338,3.31396754858766,411.821352113869,-2.29089371405009,30851606,24714605,53.3090443862273,0.318059714,0,6,5,449,21,NA,NA,NA,NA,NA,NA,6.02058964393883,17.2446993653075,1.19814612673786,-Inf,1.6094379124341,-0.388490665391148,-0.881251230141687,-0.511995508013109,0.7519814432622,0.510137652801823,-0.64850861846893,-1.02019198825686,-0.593431148541902,-0.274326546922476,-0.354506183207636,0.63610182605978,0.478508483985086,0.378599738849751,NA,NA,NA,0,0,-1.522,-1.385,-0.51,-0.51,0,"2000"
"19",2000,"LBR",0,0,0,1,0.5,2,"LBR",1,0.344,-1.809,-1.102,0.865,0.2,0,-0.793,-2.611,1.321,-2.045,1.15,1.205,2.109,1.475,4,4,0,1.809,4,NA,4,-1.70635756717957,0.119793648162025,43.3666666666667,40,7.04253972087526,17.8409546807596,301.87646966176,NA,2895224,1611742,NA,0.017702706,0,0,26,43,NA,NA,NA,NA,NA,NA,NA,5.71001789283974,14.8785730407801,2.88149663921556,-Inf,3.25809653802148,0.706078091471365,-1.17824785846066,NA,-1.04863177712219,-0.675294275234227,-0.668942729672383,0.611026665200317,-0.519874243509366,-0.274326546922476,NA,0.63610182605978,-0.813934423165742,1.29728738793586,NA,NA,NA,0,1,-1.321,-1.15,-2.109,-1.15,0,"2000"
"20",2000,"LES",0.5,0,0.5,1,0.5,2,"LSO",0,0.315,0.841,1.548,0.554,0.3,0,0.908,-1.159,1.381,-1.279,1.226,1.049,0.26,0.079,4,4,0,-0.841,2,NA,1,1.02920086191128,0.220171930632845,0,0,4.30698129178442,3.45870923985656,443.949949675926,3.64753961738866,1998630,1607938,NA,0.21180607,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,6.09571183012306,14.5079725038045,1.24089546740382,0,-Inf,-2.57762817911618,-0.809412642344473,0.300187309916798,-1.33065738980497,-0.675489462430474,-0.655737345348737,-0.978766556416952,0.0930999650951019,-0.274326546922476,NA,0.63610182605978,1.80655043065958,-1.73828540772575,NA,NA,NA,NA,0,-1.381,-1.226,-0.26,-0.26,0,"2000"
"21",2000,"LIB",0,0,0,1,1,1,"LBY",0,0.072,-1.356,-1.524,0.847,0.667,0,0.5,-0.155,-1.471,0.078,-1.391,-1.177,-0.837,-0.694,2,1,0,1.356,3,NA,3,-0.631721811355425,0.213106879522526,0.000666666666666667,0,5.96790396505112,34.2584472905959,7424.35347156722,1.73247452682546,5154790,1217201,45.2810937659422,0.187042622,0,0,1,52,NA,NA,NA,NA,NA,NA,NA,8.91252088534329,15.455436937455,3.5339331705203,-Inf,0,-0.388490665391148,1.88427340301597,0.0382692458478734,-0.609640524648461,-0.695538584275893,-0.657422070648081,1.2432578209652,2.3427153106735,-0.274326546922476,-0.575882521768926,0.63610182605978,-1.23123427535981,0.104794099934996,NA,NA,NA,NA,0,1.471,1.391,0.837,1.471,0,"2000"
"22",2000,"MAA",0.5,0.5,0,1,0.5,2,"MRT",1,0.308,0.934,-0.249,0.673,0.417,0,-0.511,-0.975,1.396,1.521,1.207,1.173,-1.246,-0.338,4,4,0,-0.934,3,NA,2,0.420574635954947,0.208812539994986,0,0,4.91560751774075,3.27487284480144,660.303861060692,-6.5702419319765,2695003,1668449,58.9403747670668,0.192031462,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,6.49270012461746,14.8069098754972,1.18627904231864,0.693147180559945,-Inf,-1.48305942225366,-0.429776746517868,-1.09726992309132,-1.10316717596603,-0.672384580087649,-0.657082666177331,-1.03169155969091,0.81027978916233,-0.274326546922476,-0.199218319604045,0.63610182605978,0.0295650411033137,-1.06290988125481,NA,NA,NA,NA,0,-1.396,-1.207,1.246,1.246,1,"2000"
"23",2000,"MAW",0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,3,"MWI",1,0.474,-0.519,1.774,0.766,0.3,0,0.828,-1.226,1.714,-1.709,0.706,0.922,-0.456,0.964,4,4,0,0.519,2,NA,2,0.578112484240591,0.228693097015066,0,0,4.7580696694551,10.1509116653401,225.952456739454,-0.734438442703805,11229387,9588774,NA,0.126780945,2,2,1,4,41,NA,NA,NA,NA,NA,NA,5.42032460873225,16.2340447392942,2.31756352069962,0.693147180559945,0,-1.48305942225366,-1.45527861970052,-0.299123499907628,-0.0171229202614329,-0.265984467018454,-0.661521837846203,0.0645580507276887,0.0930999650951019,-0.274326546922476,NA,0.63610182605978,2.03003328989147,-1.23772523210145,NA,NA,NA,NA,0,-1.714,-0.706,0.456,0.456,1,"2000"
"24",2000,"MOR",NA,0,0,1,0.5,2,"MAR",0,0.237,1.629,-0.303,0.527,0.083,0.583,0.359,1.016,-0.661,0.191,-0.838,-0.945,-0.828,-0.582,3,2,0,-1.629,2,NA,3,0.248870551154858,0.214659909657203,0,0,5.08731160254083,0.305325348108431,1492.37707519531,1.19245094050264,28554415,13324918,53.4403058388785,0.693791245,6,5,0,0,47,NA,NA,NA,NA,NA,NA,7.30812548019666,17.1673221230913,-1.1863773558014,1.79175946922805,-Inf,-0.388490665391148,0.350006283959871,-0.0355882606035831,0.693097653395588,-0.0742790327032214,-0.622946571695919,-3.33086891233938,-1.23705406757659,3.30813621644979,-0.350886557084285,0.63610182605978,-0.0238335181821834,-0.872374653353896,NA,NA,NA,NA,0,0.661,0.838,0.828,0.838,0,"2000"
"25",2000,"MZM",0,0,0,1,1,2,"MOZ",1,0.422,1.271,0.906,0.593,0.125,0,0.274,-1.702,2.353,1.098,1.885,1.8,1.793,1.15,4,4,0,-1.271,3,NA,3,-0.423023567721088,0.21666246906535,0,0,5.75920572141678,6.21223527949675,333.775138348215,-1.67579097532069,17768505,12598225,NA,0.10959253,0,1,2,2,22,NA,NA,NA,NA,NA,NA,5.81046752777151,16.6929380660345,1.82652077956868,-Inf,0.693147180559945,-0.388490665391148,-1.08218888727274,-0.427869637135206,0.33209317285643,-0.111566406310566,-0.662691212870478,-0.411277536121396,-0.979604899962717,-0.274326546922476,NA,0.63610182605978,1.17170089248756,-0.126792512926827,NA,NA,NA,NA,0,-2.353,-1.885,-1.793,-1.793,0,"2000"
"26",2000,"NIG",0,0,0,1,1,1,"NGA",1,0.478,-1.058,-0.144,0.867,0.167,0,1.558,-0.059,-0.302,-1.177,0.905,1.373,-0.102,1.338,4,2,0,1.058,3,NA,3,-1.68931262005768,0.227583447776146,76.4673333333333,31,7.02549477375338,24.9357339994509,563.047086217561,2.31777490072069,122851984,80050353,NA,0.064080808,3,9,8,3345,12,NA,NA,NA,NA,NA,NA,6.33336325913197,18.6264908065772,3.21630187507781,1.09861228866811,2.07944154167984,-0.388490665391148,-0.582148981431811,0.118319131141523,1.80351952522031,3.34947243312567,-0.665787500167389,0.935463282509313,-0.722155732348841,-0.274326546922476,NA,0.63610182605978,0.133395573047336,1.27837308611125,NA,NA,NA,NA,0,0.302,-0.905,0.102,0.302,0,"2000"
"27",2000,"RWA",0,0,0,1,1,2,"RWA",0,0.114,-0.542,0.817,0.417,0.143,0,1.577,0.539,-1.684,0.187,0.783,0.026,-2.054,-1.541,4,1,0,0.542,4,NA,4,-1.35066589063815,0.175261449987061,2.83133333333333,0,6.68684804433384,5.03496552984893,255.111967825778,7.02924095460111,8109989,6899492,27.4833057162418,0.06283146,0,0,4,181,NA,NA,NA,NA,NA,NA,NA,5.54170253829969,15.9086070697405,1.61640668003963,-Inf,1.38629436111989,0.706078091471365,-1.33920613176079,0.762693086804776,-0.26477976095296,-0.403974323353258,-0.665872496739082,-0.614884590009219,-0.869269542413913,-0.274326546922476,-1.06666894277367,0.63610182605978,1.08369215588739,0.902586267510055,NA,NA,NA,0,1,1.684,-0.783,2.054,2.054,0,"2000"
"28",2000,"SIE",0.5,0,0.5,1,0.5,2,"SLE",0,0.23,-0.978,-1.085,0.658,0.083,0,-0.323,-1.365,1.173,0.758,0.508,1.337,1.905,1.317,4,3,0,0.978,5,NA,4,-1.5779211231792,0.179426518124299,23.5193333333333,0,6.91410327687489,14.2566872840621,138.713941615327,4.11855452190922,4584067,2950947,57.5299628959222,0.118254246,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,4.93241383860192,15.3380971533257,2.65722607972786,-Inf,0,0.706078091471365,-1.92186276051952,0.364606693126041,-0.698935658382461,-0.606578273880389,-0.662101932569894,0.393701564250818,-1.23705406757659,-0.274326546922476,-0.238111410838116,0.63610182605978,-0.7971237656129,1.15476505273989,NA,NA,NA,NA,0,-1.173,-0.508,-1.905,-0.508,0,"2000"
"29",2000,"SOM",NA,0,0,0,0,2,"SOM",0,0.177,-2.015,-2.158,0.942,0.083,0,-2.322,-1.125,-0.079,-2.786,-0.6,-0.489,-0.043,-0.19,3,3,0,2.015,4,NA,4,-1.24313173196702,0.188333112138377,0.916666666666667,0,6.57931388566272,NA,NA,NA,8721465,5821840,NA,0.02,0,0,1,33,NA,NA,NA,NA,NA,NA,NA,NA,15.9812977863611,NA,-Inf,0,0.706078091471365,NA,NA,-0.209462399411633,-0.459269768255991,-0.66878643845955,NA,-1.23705406757659,-0.274326546922476,NA,-1.570014961593,-1.85817291585991,0.783258614627533,NA,NA,NA,0,0,0.079,0.6,0.043,0.6,0,"2000"
"30",2000,"SUD",NA,0,0,0,0,2,"SDN",1,0.133,-1.436,-1.956,0.915,0.375,0,0.239,0.913,-2.742,0.133,-1.938,-2.369,-1.823,-1.477,2,0,0,1.436,5,NA,5,-2.05425036486136,0.131546996656489,399.014666666667,360,7.39043251855705,10.7834600175368,378.157501220703,3.29817914044712,26298773,17752987,29.4042344599492,0.025785032,5,12,7,3116,NA,NA,NA,NA,NA,NA,NA,5.93531077873283,17.0850328420673,2.37801348035849,1.6094379124341,1.94591014905531,1.80064684833388,-0.962802547489181,0.25240626047173,0.630475820498533,0.152929792979841,-0.6683928668629,0.123135929229739,0.552830621548453,-0.274326546922476,-1.01369799264792,-1.570014961593,-1.65842274964379,1.68333431028232,NA,NA,NA,NA,0,2.742,1.938,1.823,2.742,0,"2000"
"31",2000,"SWA",0,0,0,1,1,2,"SWZ",0,0.125,1.141,-0.637,0.624,0.1,0.8,1.604,-0.764,-0.057,-0.363,-0.338,0.235,-1.346,-0.266,3,3,0,-1.141,2,NA,2,0.651343426648824,0.219841685808301,0,0,4.68483872704687,2.96474122584246,1686.6575322622,0.562746630940353,1030496,796718,156.40202388772,0.926191777,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,7.43050405794391,13.8455507976942,1.08678975236516,1.09861228866811,-Inf,-1.48305942225366,0.467035681645847,-0.12171114724025,-1.83475781298502,-0.717114004317832,-0.607135725975184,-1.12809975536279,-1.13284845211383,4.64157432906005,2.48835464303447,0.63610182605978,-0.354113495985073,-1.31898756384735,NA,NA,NA,NA,0,0.057,0.338,1.346,1.346,0,"2000"
