"year","cc","share_for_maj","share_aut","share_dem","state_dummy","state_percent","number_comp","country_text_id","v2x_regime","v2x_polyarchy","v2clkill","v2cltrnslw","v2x_execorr","v2x_ex_military","v2x_ex_hereditary","v2exl_legitperf","v2smgovfilcap","v2smgovfilprc","v2smgovshutcap","v2smgovshut","v2smgovsm","v2smgovsmmon","v2smgovsmcenprc","v2smgovshut_ord","v2smgovfilprc_ord","e_pt_coup","v2clkill_inv","PTS_A","PTS_H","PTS_S","theta_mean","theta_sd","killing_estimate_mean","killing_estimate_median","theta_mean_inv","nat_resources","gdppc","gdppc_growth","pop_total","pop_rural","trade","penetration","no_protests","no_riots","no_vio_against_civ","no_fatalities","pci_score","PTS_S_before","PTS_S_before2","theta_mean_inv_before","theta_mean_inv_before2","v2clkill_before","v2clkill_before2"
2011,"CHA",0.666666666666667,0,0.666666666666667,1,0.333333333333333,3,"TCD",1,0.285,-1.108,-1.108,0.97,0.2,0,-1.748,-0.171,-1.302,1.768,-1.541,-1.677,-0.722,-0.726,2,1,0,1.108,4,NA,3,-0.652153243059144,0.216684202928344,0.000666666666666667,0,5.98833539675484,28.1688125971144,988.194160047305,-3.35407468511102,12317730,9601178,80.6810748936415,1.9,0,3,3,17,20.40463,4,4,6.18828199730045,6.44260694399284,1.191,1.538
2011,"CON",1,0.5,0.5,0,0,4,"COG",1,0.257,-1.458,-0.889,0.847,0.333,0,-1.056,1.597,-1.196,1.034,-0.801,-1.096,-0.589,-1.411,3,2,0,1.458,2,NA,2,0.510613915000401,0.231234245451358,0,0,4.82556823869529,51.8437302128778,3415.06237416639,-1.05657886850042,4584216,1663520,124.591742710141,5.6,0,NA,NA,0,21.54337,2,2,4.75595790320232,4.79705280655866,1.458,1.458
2011,"DJI",0,0,0,1,1,1,"DJI",1,0.246,-0.197,0.211,0.709,0.2,0.05,-0.012,-1.068,-0.875,-0.619,-0.741,-0.829,-1.28,-1.517,3,2,0,0.197,NA,NA,3,0.436190264242907,0.30071158747674,0,0,4.89999188945279,0.888463490648047,1322.72625083956,NA,936811,214867,NA,7,2,0,0,3,29.8107,2,2,4.37525104103307,4.25963031141147,0.197,0.197
2011,"DRC",0.666666666666667,0,0.666666666666667,1,0.166666666666667,6,"COD",1,0.354,-0.076,-0.842,0.92,0.267,0.033,-1.544,0.042,-0.436,-1.084,-1.782,-1.315,-0.641,-1.147,2,2,0,0.076,5,NA,4,-1.70794521585922,0.171481526154781,62.688,42,7.04412736955491,28.8830474855316,376.374981129973,3.3518213098954,68654269,40819082,85.1981441919418,1.2,10,29,43,625,20.21067,5,5,7.12802634549173,7.52954127336059,0.076,0.313
2011,"EGY",0.75,0.25,0.5,1,0.25,4,"EGY",1,0.205,-0.669,-1.387,0.482,0.625,0.021,-0.918,0.621,-0.753,-0.338,-0.634,-0.869,-1.167,-1.351,3,2,1,0.669,4,NA,4,-1.08449457518036,0.193738385606441,0.267333333333333,0,6.42067672887605,12.3388401952225,2645.6225349104,-0.457409359166903,89200054,50844031,45.2556341623514,25.6,82,178,40,1255,28.62187,4,3,6.28468710412073,6.20456566498027,0.805,0.89
2011,"EQG",0.5,0.5,0,1,0.5,2,"GNQ",1,0.179,-1.275,-1.48,0.939,0.214,0.071,0.602,1.926,-1.465,1.231,-1.851,-2.006,-2.2,-2.146,2,1,0,1.275,2,NA,3,-0.0902613877478118,0.247149575424328,0,0,5.42644354144351,37.6841563581666,18659.4160247571,1.86459318732265,1144588,372128,114.37734663649,11.5,0,0,0,0,19.12177,4,3,5.67380324597826,5.67643615500906,1.275,1.275
2011,"ERI",0,0,0,1,1,1,"ERI",0,0.068,-1.655,-2.088,0.634,0.182,0,-0.101,-1.434,-1.835,1.271,-2.604,-1.924,-1.78,-2.562,1,1,0,1.655,4,NA,4,-1.28848865541419,0.17986940605666,1.49133333333333,0,6.62467080910988,26.9562621368195,643.790042311239,6.65218253497758,3207570,2060190,47.3937901188684,0.7,0,0,0,9,24.75597,4,4,6.58886456156653,6.49441733186179,1.655,1.655
2011,"ETH",0,0,0,1,1,1,"ETH",1,0.224,-0.373,0.249,0.455,0.2,0,0.196,-0.326,-1.807,1.676,-1.352,-1.369,-0.945,-1.485,2,1,0,0.373,4,NA,3,-1.07427678056896,0.23978654160344,0.455333333333333,0,6.41045893426465,17.4282532150132,348.001348291465,8.0541204807153,91817929,75534019,48.232935411689,1.1,1,1,14,655,26.90912,4,4,6.35893153700012,6.42365021593208,0.373,0.4
2011,"GAB",1,0.75,0.25,0,0,4,"GAB",1,0.372,2.202,1.343,0.821,0.417,0,1.866,-0.081,0.708,0.579,-1.701,-0.463,0.531,0.227,2,3,0,-2.202,NA,NA,2,1.01426432993228,0.246864453565528,0,0,4.32191782376341,39.1459946806966,10273.798444898,3.38236084810524,1772500,246519,90.4983773331323,18,2,0,0,0,29.83002,2,3,4.41484428147956,4.61788452896778,-2.202,-2.056
2011,"GAM",0.5,0.5,0,1,0.25,4,"GMB",1,0.243,-1.026,-0.756,0.747,0.227,0,0.446,0.882,-0.655,0.256,-1.235,-0.635,-0.185,-0.385,2,2,0,1.026,3,NA,3,-0.0836729772690586,0.225241384087546,0,0,5.41985513096475,4.46743879941924,705.47749534881,-10.9320764425475,1998212,871540,42.6397020468894,10.8703,0,0,1,0,35.11906,3,3,5.34469456440284,5.27807543484884,1.026,1.026
2011,"GHA",1,0,1,0,0,4,"GHA",3,0.763,2.342,2.03,0.668,0.175,0.025,1.955,0.559,1.636,-0.948,1.451,1.2,1.454,1.192,4,4,0,-2.342,3,NA,3,0.189494257795116,0.221547199558155,0,0,5.14668789590058,16.0706874677608,1501.05917129856,11.3000726943874,26205941,12737660,86.2954538549695,9,1,0,0,5,38.5076,3,3,5.18042841818768,5.08130131605349,-2.342,-2.342
2011,"GNB",0.666666666666667,0,0.666666666666667,1,0.333333333333333,3,"GNB",1,0.447,0.015,0.455,0.847,0.2,0,-0.077,-1.697,1.078,-1.142,0.245,0.722,0.663,1.545,4,3,0,-0.015,2,NA,2,0.751233710939618,0.228153335547957,0,0,4.58494844275608,13.2487755763413,683.534475990489,5.27709060544379,1609017,957236,56.62100801099,2.672,0,0,0,1,22.01865,2,3,4.64426305780077,4.74502564461469,-0.127,0.138
2011,"GUI",0.8,0.2,0.6,1,0.2,5,"GIN",1,0.313,0.251,0.069,0.876,0.45,0,0.416,-1.259,0.424,0.504,-0.374,0.323,0.684,-1.155,3,3,0,-0.251,3,NA,3,-0.18507936505404,0.227915664499951,0,0,5.52126151874973,18.1995114826407,644.502548659895,3.03409454575132,10527712,6951869,85.9546731159607,2,1,1,0,6,21.10293,3,5,5.60036622442407,7.18854203869086,-0.251,0.968
2011,"KEN",NA,0,0.5,0,0,4,"KEN",1,0.425,-0.434,1.382,0.708,0.263,0.026,1.169,0.321,0.961,-0.061,1.385,1.303,-0.141,0.749,4,3,0,0.434,2,NA,3,-0.547744411506182,0.23438528942223,0.00333333333333333,0,5.88392656520188,2.9431872828815,1099.31546497439,2.36641973489743,42635144,32415926,58.4022059745625,8.8,22,8,6,207,22.4349,4,4,6.03258937177761,6.32935647939989,0.434,0.66
2011,"LBR",0.6,0.2,0.4,1,0.2,5,"LBR",2,0.651,2.164,0.806,0.624,0.25,0,0.511,-1.177,0.945,0.151,0.986,0.817,1.095,1.475,4,3,0,-2.164,2,NA,2,0.780811448080291,0.225889832561437,0,0,4.5553707056154,23.2729658968842,573.526422156584,4.02935255386198,4181150,2166128,NA,2.5,2,1,0,14,31.88795,2,3,4.73526810214842,4.86390402179202,-2.164,-2.276
2011,"LES",1,0,1,0,0,2,"LSO",2,0.583,0.947,1.904,0.507,0.273,0.091,0.908,-1.159,1.381,-1.279,1.226,1.049,0.26,0.079,4,4,0,-0.947,NA,NA,2,1.11805131483098,0.258227631681001,0,0,4.21813083886471,3.88951380908295,1265.85794508512,3.84989252888876,2037677,1521941,149.796606699153,7,1,0,0,0,35.16105,2,2,4.27741934004243,4.33850846402066,-0.947,-0.841
2011,"LIB",0,0,0,1,1,4,"LBY",0,0.179,-2.172,-1.862,0.726,0.071,0,-0.673,-1.629,1.212,-1.033,-0.853,-0.527,0.466,-0.081,3,4,0,2.172,5,NA,5,-1.88749360032895,0.125283515646872,150.952666666667,141,7.22367575402465,37.5617320657366,7784.13321371462,-47.8999860082092,6188132,1344248,63.0054352895288,14,22,16,33,5532,20.1449,3,3,5.77678070186366,5.70731998262542,1.356,1.356
2011,"MAA",0.666666666666667,0.666666666666667,0,0,0,3,"MRT",1,0.471,2.047,0.741,0.667,0.438,0,-0.511,0.282,0.831,1.917,1.201,1.164,-1.571,-0.211,4,3,0,-2.047,3,NA,2,0.371123526045688,0.219101156278993,0,0,4.96505862765001,30.8504418081025,1919.45227079679,1.07536944688684,3524249,1850477,98.485329604158,4.5,9,5,0,19,24.27348,2,3,4.97304656437198,5.07745240117318,-2.047,-2.047
2011,"MAG",0.666666666666667,0,0.666666666666667,0,0,3,"MDG",0,0.226,0.487,-1.069,0.923,0.714,0,-1.084,-2.503,1.155,-1.243,0.588,0.923,0.176,1.112,4,3,0,-0.487,3,NA,3,-0.416332958734769,0.23214326980751,0,0,5.75251511243046,5.89544167157359,516.902539255093,-1.22648220225398,22348158,15067128,56.4830925951893,1.9,1,0,0,0,30.40804,3,4,5.81888842090668,6.9603685796939,-0.487,-0.284
2011,"MAW",0.333333333333333,0,0.333333333333333,0,0,3,"MWI",2,0.521,0.959,1.485,0.802,0.176,0,1.149,-1.098,1.37,-0.762,0.706,0.922,-0.456,0.768,4,4,0,-0.959,3,NA,3,0.377822834028512,0.215324136335897,0,0,4.95835931966718,5.97687719996186,769.052599195882,1.96974339549574,15146094,12772398,NA,3.33,6,12,1,20,30.02285,3,2,4.93024870558564,4.8770930830496,-0.882,-0.651
2011,"MLI",1,0.5,0.5,0,0,2,"MLI",2,0.607,1.51,1.046,0.842,0.318,0,1.107,0.202,0.514,1.435,-0.668,-0.019,0.006,0.003,3,3,0,-1.51,1,NA,2,1.11839086944388,0.301498904819363,0,0,4.21779128425181,8.91011559605289,810.182556036129,-0.0721934632011454,16039734,10137272,53.9135577829201,2.2,0,1,0,57,27.58701,2,2,4.2068059310901,4.21782123227747,-1.51,-1.051
2011,"MOR",NA,0,0.333333333333333,0,0,3,"MAR",0,0.263,1.629,0.039,0.441,0.036,0.571,0.749,1.016,-0.661,0.191,-0.838,-0.945,-0.828,-0.582,3,2,0,-1.629,3,NA,3,-0.00264968548897731,0.221804841776255,0,0,5.33883183918467,7.44006663292583,3302.453125,4.08476129550317,32903699,13628383,76.8258714906247,46.1074826,34,11,0,33,34.43408,3,3,5.31985353289933,5.28429767927928,-1.629,-1.629
2011,"MZM",0.333333333333333,0,0.333333333333333,1,0.666666666666667,3,"MOZ",1,0.433,1.283,0.906,0.593,0.111,0,0.375,-1.214,1.811,1.098,1.885,1.794,1.368,0.934,4,4,0,-1.283,3,NA,3,-0.0563574477394607,0.220209454536505,0,0,5.39253960143515,11.3709466025082,615.278659781153,4.03778569067535,23760421,16077251,NA,4.6,3,3,1,4,26.87722,3,3,5.42224705409892,5.36370472853199,-1.267,-1.227
2011,"NAM",NA,0,0,1,0.666666666666667,3,"NAM",2,0.649,2.803,2.009,0.306,0.107,0,0.675,0.059,0.995,0.571,1.35,1.232,0.835,1.363,4,3,0,-2.803,2,NA,2,1.14565590183951,0.240335834993555,0,0,4.19052625185618,2.071941381811,5873.05938103204,3.46154858308152,2132340,1223174,102.189147754138,12,0,1,4,1,44.2965,2,2,4.1112434686039,4.0044704181403,-2.803,-2.329
2011,"NIG",0.6,0.2,0.4,1,0.2,5,"NGA",1,0.497,-1.037,-0.098,0.926,0.152,0,1.424,-0.059,-0.302,-1.102,1.077,1.579,-0.081,1.546,4,2,0,1.037,4,NA,4,-1.7162473063104,0.121743798302553,47.4726666666667,44,7.05242946000609,17.5539035632028,2504.87910104512,2.43700723662286,165463745,92054100,NA,13.8,6,22,9,2472,24.49336,5,4,6.92080980008018,6.92687894357316,1.054,1.09
2011,"NIR",0.75,0.25,0.5,1,0.25,4,"NER",2,0.553,1.789,2.85,0.425,0.188,0,1.48,0.485,-1.241,0.925,-0.549,-0.652,-0.114,-0.506,3,2,0,-1.789,2,NA,3,0.295006816308661,0.222262304640306,0,0,5.04117533738703,8.1477117559769,507.602495302453,-1.40634626586615,17283112,14480483,50.2463951569345,0.9,1,1,0,25,25.40459,3,3,5.18963066612877,5.31231487880031,-1.789,-0.802
2011,"RWA",1,0.333333333333333,0.666666666666667,0,0,3,"RWA",1,0.215,-0.925,1.321,0.333,0.176,0,2.065,1.414,-1.518,0.187,1.171,-0.12,-1.97,-1.443,4,1,0,0.925,3,NA,3,-0.135137250539584,0.267054709187244,0,0,5.47131940423528,6.99565680326328,650.991484187704,5.22393750518739,10576932,8785411,39.7127695658254,7,0,0,36,3,49.83419,2,3,5.50828656718038,7.24060315442279,0.925,0.792
2011,"SAF",NA,0,0.25,1,0.25,4,"ZAF",3,0.767,1.296,1.61,0.566,0.028,0,0.986,-0.023,0.782,-0.428,0.667,1.722,0.668,1.5,4,3,0,-1.296,3,NA,3,-0.485109788061807,0.206838768505641,0,0,5.8212919417575,7.81466074244917,8737.04126942435,1.87331822630892,52443325,19537236,54.6363504358971,33.97,10,47,0,33,40.80277,3,3,5.8229895800112,5.84785795488159,-1.296,-1.296
2011,"SEN",NA,0.333333333333333,0.333333333333333,0,0,3,"SEN",2,0.68,1.614,1.978,0.264,0.25,0,1.349,-0.654,1.024,0.433,1.171,0.876,-0.047,1.464,4,3,0,-1.614,3,NA,2,0.398794687874235,0.217696290210504,0,0,4.93738746582146,3.6495940769705,1383.53911649626,-1.38705683397437,12875880,7186286,57.5768785989578,9.8,0,0,0,45,28.70529,2,3,4.98736405232642,5.03202053580351,-1.614,-1.748
2011,"SIE",0.75,0.5,0.25,1,0.25,4,"SLE",2,0.514,1.434,0.567,0.73,0.1,0,0.08,-1.365,1.173,1.022,0.508,1.546,1.905,1.317,4,3,0,-1.434,2,NA,2,0.780517443419695,0.222537182703772,0,0,4.555664710276,10.9869587677677,443.451842171273,3.19321507665293,6612385,4017156,72.3496416825114,0.9,0,1,0,2,24.60909,2,2,4.60164406257924,4.58125105829164,-1.434,-1.402
2011,"SOM",NA,0.428571428571429,0,0,0,7,"SOM",0,0.199,-1.737,-1.703,0.919,0.125,0,-1.306,-1.125,-0.079,-2.786,-0.6,-0.489,-0.043,-0.172,3,3,0,1.737,5,NA,5,-1.66999205317332,0.120447236322731,32.0666666666667,27,7.00617420686901,NA,NA,NA,12216837,7207934,NA,1.25,2,4,29,2009,9.834057,4,4,6.78768477024349,6.7421040319339,1.737,2.096
2011,"SSD",1,0.8,0.2,0,0,5,"SSD",0,0.201,-0.549,-1.218,0.799,0.321,0.036,-1.415,-0.419,-1.077,-0.947,-2.636,-1.929,-2.01,-2.609,1,2,0,0.549,4,NA,5,-1.50785494947513,0.203220697914579,15.9233333333333,0,6.84403710317082,51.7868586633182,1455.35840718862,-9.56171072740051,10243050,8396023,93.226859754919,NA,0,0,1,2615,NA,NA,NA,NA,NA,NA,NA
2011,"SUD",0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,3,"SDN",1,0.227,-1.038,-1.396,0.827,0.269,0,-0.091,0.913,-2.742,0.133,-2.072,-2.414,-1.823,-1.477,1,0,0,1.038,5,NA,5,-1.95522341560494,0.128987371675376,223.278,199,7.29140556930063,16.7759073133375,1982.81616210938,6.36497407928857,34419624,22989899,27.512339023518,NA,26,9,18,4030,15.63758,5,5,7.24299060646115,7.25558512356878,0.914,0.914
2011,"SWA",0,0,0,1,1,2,"SWZ",0,0.124,1.279,-0.7,0.624,0.056,0.833,1.604,-0.361,-0.057,-0.363,-0.338,0.235,-1.433,-0.266,3,3,0,-1.279,2,NA,3,0.00983326617339758,0.21945322314585,0,0,5.3263488875223,2.64276236861755,4360.95996745324,1.74301022805365,1105371,854452,80.7612996259771,18.13,4,0,3,3,30.81774,3,3,5.35454684464965,5.35066987053064,-0.858,-1.14
2011,"TAZ",0.8,0.2,0.6,1,0.2,5,"TZA",1,0.483,1.507,1.389,0.369,0.1,0,0.591,0.812,1.176,1.374,0.818,1.176,0.7,0.877,4,3,0,-1.507,2,NA,3,0.305320639192023,0.212636500316616,0,0,5.03086151450367,7.33646177996057,768.933410644531,4.64928619935377,46416031,33049142,56.1661241821809,3.2,10,6,10,36,29.50526,3,2,4.95998569761838,4.88101597630751,-1.507,-1.507
2011,"TOG",0.5,0.5,0,1,0.5,2,"TGO",1,0.423,0.637,-0.003,0.743,0.278,0,1.374,1.199,-0.716,1.983,-1.016,-1.134,-1.598,1.036,3,2,0,-0.637,3,NA,3,0.3698683134862,0.248726086280657,0,0,4.96631384020949,17.924810571738,803.482396552842,3.05065490554928,6748672,4182017,77.732312664143,3.5,2,0,0,1,23.82138,3,2,5.08048607561563,5.10073096040348,-0.637,-0.689
2011,"TUN",0.333333333333333,0.333333333333333,0,1,0.666666666666667,3,"TUN",1,0.326,0.385,0.346,0.208,0.042,0,0.777,0.804,1,-0.66,1.175,0.24,1.477,0.982,4,3,0,-0.385,3,NA,1,0.133622818869151,0.237260450843752,0,0,5.20255933482654,6.26002372605509,4361.94912218432,-3.26713018338533,11032528,3647574,100.106379304237,39.1,63,64,16,221,37.59299,3,3,5.35139920474483,5.39080580902491,0.201,0.173
2011,"UGA",1,0.4,0.6,0,0,5,"UGA",1,0.33,-0.332,0.281,0.746,0.25,0,1.399,0.847,-0.606,-0.357,-0.486,-0.528,-1.459,-0.895,3,2,0,0.332,3,NA,4,-0.719892940882906,0.217761336327865,0.00266666666666667,0,6.0560750945786,9.15620849237058,837.095884208132,6.25729837900512,33295738,26670552,39.7552255606122,4.6,35,22,25,29,24.33897,4,4,6.13841494299186,6.19632154635523,0.332,0.214
2011,"ZAM",1,0.333333333333333,0.666666666666667,0,0,3,"ZMB",2,0.503,0.901,1.084,0.355,0.357,0,1.768,-0.666,0.932,-0.295,1.308,1.533,-0.271,0.781,4,3,0,-0.901,NA,NA,3,-0.138648553873741,0.239927390955568,0,0,5.47483070756943,17.4237334954232,1644.45683054452,2.05909554012629,14265814,8580744,76.2147282587101,3.5,0,4,2,22,31.95245,4,3,5.55946059269276,5.47819595803669,-0.901,-0.901
2011,"ZIM",0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,3,"ZWE",1,0.26,-1.447,-0.473,0.827,0.227,0.045,2.058,0.338,0.021,1.054,-0.395,-0.056,-1.047,-0.188,3,3,0,1.447,3,NA,4,-0.905513482055263,0.215167134983338,0.0526666666666667,0,6.24169563575096,7.87938898914128,1082.61577325282,12.983379744813,13025785,8725322,89.4665267679892,8.4,12,2,45,11,22.29767,4,4,6.3742030163766,6.60852806029733,1.447,2.009
2012,"ALG",0.666666666666667,0.666666666666667,0,1,0.333333333333333,3,"DZA",1,0.327,1.268,-0.318,0.664,0.375,0,1.071,1.298,-1.076,2.048,-0.83,-0.894,-1.675,-0.723,3,2,0,-1.268,2,NA,2,0.487922697068312,0.228096236797095,0,0,4.84825945662738,26.2525144621236,5610.73328198233,1.41022666531447,37260563,11582446,65.4049791981269,18.2,17,14,2,245,34,3,3,5.08015735553412,5.11906870920752,-1.268,-1.125
2012,"ANG",NA,0,0,1,0.333333333333333,3,"AGO",1,0.308,-0.051,-0.494,0.935,0.35,0,1.401,-0.031,0.771,0.148,0.339,0.473,-0.385,1.153,4,3,0,0.051,3,NA,3,-0.405432727707392,0.238834851173165,0,0,5.74161488140309,34.7310076331615,5083.82685110166,4.53805378017384,25188292,9755929,91.8000973419114,7.7,0,1,0,6,22,3,3,5.69157127300529,5.71883649642816,0.051,0.051
2012,"BEN",0.6,0.2,0.4,1,0.2,5,"BEN",2,0.599,1.487,1.386,0.601,0.208,0,0.997,-0.176,2.235,1.776,2.067,1.997,0.643,1.874,4,4,0,-1.487,1,NA,2,0.975622828618603,0.258712273103246,0,0,4.36055932507709,3.92162835813785,1112.56953619685,1.80006449253156,10014078,5595366,50.7367367791134,4.5,2,1,0,0,36,3,3,4.58599884644669,4.73772935780217,-1.487,-1.565
2012,"BFO",0.666666666666667,0.333333333333333,0.333333333333333,0,0,3,"BFA",2,0.571,0.349,2.021,0.516,0.308,0,0.748,1.847,0.348,1.452,-1.406,0.645,-0.604,-0.176,2,3,0,-0.349,1,NA,2,0.516741858556956,0.256847389013837,0,0,4.81944029513874,12.4016028413011,733.97287958981,3.273591495689,17113732,12704037,61.2386079818398,3.725034916,2,7,1,32,38,3,3,4.93834754158831,4.89139157322023,-0.409,-0.409
2012,"BOT",0.333333333333333,0,0.333333333333333,1,0.666666666666667,3,"BWA",3,0.713,1.952,1.891,0.191,0.133,0,1.124,0.575,1.932,-0.415,0.834,1.016,1.476,1.929,4,4,0,-1.952,NA,NA,2,1.83616709759672,0.2777030911385,0,0,3.50001505609897,2.25863530970605,6392.98734736839,-2.07017412610281,2175425,766446,111.875280620952,16,0,NA,NA,0,65,1,1,3.46615764821234,3.52756972715924,-1.952,-1.952
2012,"BUI",0.833333333333333,0.5,0.333333333333333,1,0.166666666666667,6,"BDI",1,0.29,-1.648,-0.134,0.857,0.321,0,-1.052,-1.012,-0.311,-1.102,0.726,-0.985,-0.645,-0.571,4,2,0,1.648,3,NA,4,-0.91934817662776,0.211278725907184,0.0373333333333333,0,6.25553033032345,17.5501999315408,238.205945258781,0.824080965967312,9795479,8698973,43.7053731916201,1.219999945,0,0,0,31,19,4,4,6.23692163132761,6.17516593444603,1.648,1.648
2012,"CAO",0.75,0.25,0.5,1,0.25,4,"CMR",1,0.326,0.97,0.094,0.925,0.364,0,1.365,0.51,1.022,0.502,0.244,0.106,-0.598,-0.84,4,3,0,-0.97,2,NA,3,-0.114668776702482,0.269978923928595,0,0,5.45085093039818,8.40581417479506,1433.7239284003,1.72184165315457,21032684,9933947,50.0360127271229,7.5,0,3,0,5,26,3,3,5.40421211119579,5.42809326501062,-0.97,-0.953
2012,"CDI",0.714285714285714,0.285714285714286,0.428571428571429,0,0,7,"CIV",1,0.47,0.535,1.004,0.622,0.367,0,1.124,1.328,0.308,1.576,1.747,1.225,-0.607,1.115,4,3,0,-0.535,4,NA,4,-1.12272354514068,0.324895962175655,3.58933333333333,0,6.45890569883637,5.36757176448081,1649.3016148365,5.43092306704378,22010712,11407712,70.3010893191249,4.4,0,1,21,118,29,4,4,7.37154190099473,7.10001209996087,-0.052,0.026
2012,"CEN",0.8,0.6,0.2,1,0.2,5,"CAF",1,0.315,-0.913,-1.321,0.821,0.5,0,0.944,-1.092,0.942,1.508,0.843,1.749,1.699,1.181,4,3,0,0.913,3,NA,5,-1.65328387528972,0.123611916933902,28.546,24,6.98946602898541,9.16768384336065,525.867504037729,4.14515839433653,4773306,2893196,33.0594485943314,2.4,0,2,5,262,26,4,5,6.67937833968905,6.65914984497647,0.805,0.805
2012,"CHA",0.666666666666667,0,0.666666666666667,1,0.333333333333333,3,"TCD",1,0.282,-1.108,-1.108,0.97,0.2,0,-1.748,-0.171,-1.302,1.768,-1.541,-1.677,-0.722,-0.726,2,1,0,1.108,3,NA,3,-0.464661988483445,0.244242341763033,0,0,5.80084414217914,24.7933556227023,969.616142771586,5.15061214529531,12754906,9930715,80.5756196842099,2.1,1,0,2,3,19,3,4,5.98833539675484,6.18828199730045,1.108,1.191
2012,"CON",0.8,0.4,0.4,1,0.2,5,"COG",1,0.255,-1.458,-0.889,0.847,0.333,0,-1.056,1.597,-1.196,1.034,-0.801,-1.096,-0.589,-1.411,3,2,0,1.458,2,NA,3,0.258582599872018,0.285129677466191,0,0,5.07759955382368,41.3573491386651,3753.86092808102,6.93698616278415,4713257,1688807,97.444435145443,6.106695024,0,2,1,2,26,2,2,4.82556823869529,4.75595790320232,1.458,1.458
2012,"DJI",0,0,0,1,1,1,"DJI",1,0.246,-0.197,0.211,0.709,0.2,0.05,-0.012,-1.029,-0.875,-0.619,-0.688,-0.829,-1.28,-1.517,3,2,0,0.197,NA,NA,3,0.256198935923308,0.29461528809298,0,0,5.07998321777239,0.945907199473507,1418.46085811933,NA,954297,218171,NA,9.4,1,0,0,1,36,3,2,4.89999188945279,4.37525104103307,0.197,0.197
2012,"DRC",0.714285714285714,0.142857142857143,0.571428571428571,1,0.142857142857143,7,"COD",1,0.328,-0.076,-0.842,0.906,0.267,0.033,-1.544,0.042,-1.086,-0.525,-1.782,-2.029,-0.641,-1.609,2,2,0,0.076,5,NA,5,-1.83892330237255,0.12198136676334,108.466666666667,101,7.17510545606825,27.1229704627568,412.776260544995,3.5520187670967,70997870,41830525,68.3517113952036,1.679961015,11,13,66,1454,21,4,5,7.04412736955491,7.12802634549173,0.076,0.076
2012,"EGY",0.75,0.25,0.5,1,0.25,4,"EGY",1,0.297,-0.674,-1.251,0.547,0.5,0,-0.994,0.621,-0.773,-0.338,0.978,-0.41,-1.431,-1.351,4,2,0,0.674,3,NA,3,-1.01399629154097,0.216716469280567,0.132666666666667,0,6.35017844523666,10.7454978351353,3059.13542779204,-0.0597877604860599,91240376,52056284,40.7117692721084,26.4,14,35,6,244,32,4,4,6.42067672887605,6.28468710412073,0.669,0.805
2012,"EQG",0.333333333333333,0.333333333333333,0,1,0.666666666666667,3,"GNQ",1,0.179,-1.275,-1.48,0.939,0.214,0.071,0.602,1.926,-1.465,1.231,-1.851,-2.006,-2.2,-2.146,2,1,0,1.275,3,NA,3,-0.0562113134098145,0.244298083416809,0,0,5.39239346710551,39.0027634245776,18756.4250273225,3.86216012142957,1193636,370027,116.675422472364,13.94318219,0,0,0,1,20,3,4,5.42644354144351,5.67380324597826,1.275,1.275
2012,"ERI",0,0,0,1,1,1,"ERI",0,0.068,-1.655,-2.66,0.657,0.182,0,-0.101,-1.434,-1.835,1.271,-2.604,-1.924,-1.78,-2.562,1,1,0,1.655,5,NA,4,-1.3135551216562,0.185705477703892,2.306,0,6.6497372753519,NA,NA,NA,3252596,2069562,NA,0.8,0,0,0,0,25,4,4,6.62467080910988,6.58886456156653,1.655,1.655
2012,"ETH",0,0,0,1,1,1,"ETH",1,0.225,-0.373,0.249,0.455,0.2,0,0.196,-0.203,-2.08,1.676,-1.352,-1.369,-0.945,-1.485,2,1,0,0.373,4,NA,3,-1.80014117501542,0.122408124230404,83.9886666666667,79,7.13632332871111,14.9281805721075,458.550920793057,5.61865391933833,94451280,77298928,45.3979041835072,2.9,8,5,31,885,33,3,4,6.41045893426465,6.35893153700012,0.373,0.373
2012,"GAB",1,0.75,0.25,0,0,4,"GAB",1,0.371,1.962,1.343,0.806,0.417,0,1.866,-0.081,0.708,0.579,-1.701,-0.463,0.531,0.227,2,3,0,-1.962,NA,NA,2,1.00411637846358,0.256563456437994,0,0,4.33206577523212,40.6293332424739,9348.51487640056,1.5718549447385,1836705,245494,92.3428089420545,24,2,2,1,0,35,2,2,4.32191782376341,4.41484428147956,-2.202,-2.202
2012,"GAM",0.5,0.5,0,1,0.25,4,"GMB",1,0.246,-1.026,-0.756,0.747,0.227,0,0.446,0.882,-0.655,0.256,-1.235,-0.635,-0.185,-0.385,2,2,0,1.026,3,NA,3,-0.0898583042375936,0.246335835446898,0,0,5.42604045793329,5.78123297887422,686.557557719746,2.03471037402096,2061014,884072,47.7006731141985,12.44922872,0,0,3,8,34,3,3,5.41985513096475,5.34469456440284,1.026,1.026
2012,"GHA",1,0,1,0,0,5,"GHA",3,0.769,2.342,2.03,0.668,0.175,0.025,1.955,1.061,1.636,-0.948,1.451,1.2,1.454,1.192,4,4,0,-2.342,2,NA,3,0.352221921614072,0.236680878711046,0,0,4.98396023208162,15.8226771827735,1536.61963499859,6.6363517017998,26858762,12872599,93.1680351286831,10.6,2,1,3,20,45,3,3,5.14668789590058,5.18042841818768,-2.342,-2.342
