"year","cc","share_for_maj","share_aut","share_dem","state_dummy","state_percent","number_comp","country_text_id","v2x_regime","v2x_polyarchy","v2clkill","v2cltrnslw","v2x_execorr","v2x_ex_military","v2x_ex_hereditary","v2exl_legitperf","v2smgovfilcap","v2smgovfilprc","v2smgovshutcap","v2smgovshut","v2smgovsm","v2smgovsmmon","v2smgovsmcenprc","v2smgovshut_ord","v2smgovfilprc_ord","e_pt_coup","v2clkill_inv","PTS_A","PTS_H","PTS_S","theta_mean","theta_sd","killing_estimate_mean","killing_estimate_median","theta_mean_inv","nat_resources","gdppc","gdppc_growth","pop_total","pop_rural","trade","penetration","no_protests","no_riots","no_vio_against_civ","no_fatalities","pci_score","PTS_S_before","PTS_S_before2","theta_mean_inv_before","theta_mean_inv_before2","v2clkill_before","v2clkill_before2"
2004,"CON",0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,3,"COG",1,0.255,-1.458,-0.889,0.847,0.2,0,-1.056,1.597,-1.196,0.858,-0.801,-1.096,-0.541,-1.203,3,2,0,1.458,3,NA,2,0.248942119362643,0.260964301921674,0,0,5.08724003433305,40.0820482272883,1314.41128060735,0.019857937645142,3543012,1398321,131.368198717322,1.07750493,2,0,2,10,23,4,4,6.49082575337457,6.62329607919868,1.458,1.458
2004,"DJI",0,0,0,1,1,1,"DJI",1,0.265,-0.197,0.211,0.709,0.3,0,-0.012,-1.068,-1.016,-0.825,-0.756,-0.65,-0.404,-1.405,3,2,0,0.197,NA,NA,2,0.496049674747781,0.238228457678225,0,0,4.84013247894791,0.573154706409986,813.897943575246,NA,818373,190550,NA,0.781317175,0,0,0,0,NA,3,2,5.04295484135018,5.04507379929548,0.197,0.197
2004,"DRC",0.666666666666667,0.333333333333333,0.333333333333333,1,0.166666666666667,6,"COD",0,0.191,-0.889,-1.16,0.927,0.25,0,-1.544,0.042,-0.436,-1.084,-0.502,-1.315,-0.587,-1.147,3,2,0,0.889,5,NA,5,-1.81450861638399,0.123005129753946,90.7033333333333,83,7.15069077007968,24.0864214623167,187.856781029954,3.60340242039344,54815607,34533832,49.3364146254994,0.196208375,0,6,12,400,20,5,5,7.17484052996229,7.26248412111535,1.448,1.448
2004,"EGY",0.666666666666667,0,0.666666666666667,1,0.333333333333333,3,"EGY",0,0.211,-0.89,-0.73,0.763,0.35,0,-1.222,0.169,-2.052,-0.24,0.336,-1.183,-1.856,-1.61,4,1,0,0.89,4,NA,3,-1.15620462013868,0.216095669851443,0.561333333333333,0,6.49238677383438,11.3771125904479,1016.25388395628,1.99860684770231,77522427,44202513,57.8199052132701,11.92,0,0,0,28,32,3,3,6.35997024185625,6.2980193673227,0.89,0.89
2004,"EQG",0,0,0,1,1,1,"GNQ",1,0.187,-1.037,-1.42,0.939,0.25,0,0.125,1.05,-1.15,0.358,-0.912,-1.244,-1.274,-0.967,3,2,0,1.037,3,NA,3,-0.304915650269136,0.220244933433418,0,0,5.64109780396483,NA,5337.61438929676,31.8742823872191,826355,363324,NA,0.843930285,0,0,0,12,NA,3,3,5.53983201605853,5.59767793560322,1.037,1.037
2004,"ERI",0,0,0,1,1,1,"ERI",0,0.068,-1.655,-2.088,0.655,0.3,0,-0.101,-1.434,-1.835,1.271,-2.604,-1.924,-1.78,-2.562,1,1,0,1.655,4,NA,3,-0.554305865105944,0.236686589082151,0,0,5.89048801880164,3.2592329853456,401.374525156058,-2.57785684643214,2763140,1929666,65.570906849032,NA,0,0,3,56,26,3,2,5.69441916862201,5.44131993913456,1.655,1.655
2004,"ETH",0,0,0,1,1,1,"ETH",1,0.24,-0.604,0.099,0.473,0.286,0,0.196,-0.58,-0.962,0.836,-1.035,-0.668,-0.036,-1.07,3,2,0,0.604,4,NA,4,-2.09485293283174,0.130854479876931,496.79,445.5,7.43103508652744,27.810993348368,134.542486332684,10.3567353804701,75301026,63626355,NA,0.155334521,0,0,6,1001,23,4,4,7.41078894677443,7.03851361660024,0.604,0.604
2004,"GAB",0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,3,"GAB",1,0.349,2.056,0.866,0.821,0.417,0,1.58,-0.081,0.708,0.579,-1.701,-0.463,0.674,0.227,2,3,0,-2.056,NA,NA,2,0.89471619649931,0.272345365934679,0,0,4.44146595719638,27.4567837566907,5483.14457467164,-2.06105046700549,1417110,258226,81.7675371418698,2.9790698,1,2,0,8,33,2,2,4.30009676058938,4.29551046940577,-2.056,-2.056
2004,"GAM",0,0,0,1,1,1,"GMB",1,0.259,-1.022,-0.756,0.747,0.375,0,0.446,0.882,-0.655,0.256,-1.136,-0.635,-0.185,-0.385,2,2,0,1.022,NA,NA,2,0.857556544347878,0.305773588856906,0,0,4.47862560934781,2.5497949802114,596.629286497506,3.99777441176781,1612225,785347,49.9342995615683,3.308003478,0,0,0,1,28,2,2,4.46810925399878,4.55087615089696,1.022,1.022
2004,"GHA",0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,3,"GHA",3,0.736,2.177,2.03,0.668,0.25,0,1.955,0.254,1.636,-1.035,1.451,1.2,1.454,1.192,4,4,0,-2.177,2,NA,3,0.436043174696961,0.214860638885806,0,0,4.90013897899873,12.3974101450175,405.424901764719,2.81890927634004,21906444,11691469,99.6703343472122,1.716797704,0,0,0,3,36,3,3,4.96745524826063,5.04434439222667,-2.177,-2.177
2004,"GNB",1,0.5,0.5,0,0,2,"GNB",1,0.376,0.072,0.455,0.85,0.2,0,-0.077,-2.136,1.078,-1.479,1.485,0.722,0.762,1.545,4,3,0,-0.072,2,NA,2,0.829637965942329,0.232256729699548,0,0,4.50654418775336,14.1311490985512,394.995797951701,0.369297319454716,1347009,838217,44.8451120369809,1.808142203,0,1,0,7,NA,2,2,4.56906909946785,4.58105513320137,-0.072,-0.072
2004,"GUI",0.666666666666667,0.333333333333333,0.333333333333333,0,0,3,"GIN",1,0.271,-0.492,-0.482,0.959,0.4,0,0.009,-1.259,0.291,0.094,-0.38,0.312,0.814,-1.155,3,3,0,0.492,1,NA,3,0.295314849809249,0.234343996289469,0,0,5.04086730388644,14.1598705167376,405.696059760439,0.184086182243547,8961039,6095568,50.4422180841653,0.508819332,2,3,0,5,NA,3,3,5.06967769880136,5.41313722547989,0.492,0.492
2004,"KEN",0.333333333333333,0,0.333333333333333,1,0.666666666666667,3,"KEN",2,0.512,-0.442,0.338,0.731,0.188,0,1.017,-0.872,1.522,-0.73,1.385,1.792,0.51,1.215,4,4,0,0.442,3,NA,3,-0.873470094292719,0.206614203191537,0.026,0,6.20965224798841,4.12367812938474,462.61821577443,2.0086928804449,34791836,27377696,59.4770033484289,3.023528042,6,8,6,184,21,4,4,6.29708474108591,6.36387826613174,0.442,0.577
2004,"LBR",0.5,0.5,0,1,0.25,4,"LBR",0,0.24,1.37,0.428,0.788,0.2,0,-0.555,-2.611,1.321,-2.045,1.15,1.205,2.109,1.475,4,4,0,-1.37,3,NA,3,0.194753990270883,0.257084188608157,0,0,5.14142816342481,19.7880546295418,287.274691932321,1.39482940907915,3122447,1695301,NA,0.031011185,0,0,3,19,NA,4,4,7.56802536948683,7.62654721187799,2.017,2.017
2004,"LES",0.5,0,0.5,0,0,2,"LSO",2,0.619,0.841,1.548,0.507,0.3,0,0.908,-1.159,1.381,-1.279,1.226,1.049,0.26,0.079,4,4,0,-0.841,NA,NA,2,1.098304765381,0.246139817662728,0,0,4.23787738831469,3.85504573954824,761.181038791723,2.08400619961957,1985384,1554774,NA,2.175524339,0,0,1,0,NA,2,2,4.27216637032632,4.27936704116411,-0.841,-0.841
2004,"LIB",0,0,0,1,1,2,"LBY",0,0.073,-1.356,-1.524,0.847,0.667,0,0.5,0.075,-1.747,0.078,-1.391,-1.177,-0.837,-0.694,2,1,0,1.356,3,NA,3,-0.362780634674182,0.219310465410891,0,0,5.69896278836988,55.8476922630083,5823.63794340523,1.79990326773071,5687563,1312746,96.1293320792401,3.532838162,0,0,4,0,25,3,3,5.76388189078564,5.87912698714567,1.356,1.356
2004,"MAA",0.5,0.5,0,0,0,2,"MRT",1,0.318,1.609,-0.249,0.673,0.417,0,-0.511,-0.975,1.396,1.521,1.207,1.173,-1.246,-0.338,4,4,0,-1.609,3,NA,3,0.166648371814475,0.205919783909075,0,0,5.16953378188122,8.86006911174684,801.778683129563,2.48464199128664,2946575,1731732,75.2188046787959,0.481470438,2,0,0,0,NA,3,3,5.12729663518267,5.09467531835805,-0.934,-0.934
2004,"MAG",NA,0,0.333333333333333,0,0,3,"MDG",1,0.492,1.071,0.553,0.509,0.2,0,-0.564,-3.122,1.979,-1.762,0.878,1.185,1.046,1.112,4,4,0,-1.071,NA,NA,2,0.781782045478951,0.246120700501531,0,0,4.55440010821674,6.16053834340743,277.50782658828,2.22074756221302,18250774,13102048,48.7753818852156,0.525353655,0,1,1,1,31,2,3,4.63951934755639,5.06323615217768,-0.533,1.1
2004,"MAW",0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,3,"MWI",1,0.458,0.008,1.774,0.766,0.233,0,0.923,-1.226,1.714,-1.709,0.706,0.922,-0.456,0.964,4,4,0,-0.008,3,NA,2,0.242720129262462,0.206918101807243,0,0,5.09346202443323,6.39211290059216,407.588990013244,2.67377086646808,12411342,10554109,NA,0.347505335,0,3,2,2,28,3,3,5.15491683856502,5.12169754661997,0.447,0.447
2004,"MLI",0.5,0,0.5,1,0.5,2,"MLI",2,0.624,1.051,1.046,0.842,0.25,0,1.107,0.026,0.998,1.297,-0.493,-0.019,0.144,0.003,3,3,0,-1.051,NA,NA,2,1.45889580591577,0.256973396229784,0,0,3.87728634777993,3.89561485181635,427.717319974613,-1.70398742564592,12751995,8760621,55.311617661017,0.43281964,0,0,0,0,32,2,2,3.87710087473419,3.88729925531555,-1.051,-1.051
2004,"MOR",NA,0,0,1,0.5,2,"MAR",0,0.251,1.629,-0.303,0.527,0.083,0.583,0.359,1.016,-0.661,0.191,-0.838,-0.945,-0.828,-0.582,3,2,0,-1.629,2,NA,3,0.163674801357891,0.216086443543145,0,0,5.1725073523378,0.57019059079328,2177.798828125,3.24248523412795,30033125,13621824,55.5516384744536,11.60793477,3,1,1,2,32,2,2,5.06307389800707,4.95811686691563,-1.629,-1.629
2004,"MZM",0.333333333333333,0,0.333333333333333,1,0.666666666666667,3,"MOZ",1,0.431,1.271,0.906,0.593,0.125,0,0.375,-1.702,2.353,1.098,1.885,1.8,1.793,1.15,4,4,0,-1.271,3,NA,3,-0.106596221551208,0.217944407790076,0,0,5.4427783752469,7.99532685365388,403.020713102699,5.4155443124279,19694411,13821932,NA,0.679447835,0,1,3,3,28,3,3,5.3961045560651,5.49208719724637,-1.271,-1.271
2004,"NAM",0,0,0,1,1,2,"NAM",2,0.66,2.329,1.894,0.306,0,0,0.675,0.059,0.995,0.571,1.35,1.232,1.114,1.363,4,3,0,-2.329,2,NA,2,0.778000286735814,0.263519010734262,0,0,4.55818186695988,0.794488876889435,3407.85064848415,10.8813209696605,1939406,1247697,81.8622605916543,3.804715615,0,0,0,0,41,3,3,4.9746766118087,5.41719581973243,-2.329,-2.329
2004,"NIG",0.25,0,0.25,1,0.25,4,"NGA",1,0.418,-1.058,-0.144,0.867,0.167,0,1.558,-0.059,-0.302,-1.177,0.905,1.373,-0.102,1.338,4,2,0,1.058,4,NA,4,-1.71109508494182,0.12060518786208,45.2946666666667,42,7.04727723863751,16.775506962461,992.74539908679,6.34504072956803,136756848,84499321,NA,1.286137641,7,3,25,2398,16,4,4,7.02176323572906,7.17320407042851,1.058,1.058
2004,"NIR",1,0.666666666666667,0.333333333333333,0,0,3,"NER",2,0.548,1.531,2.676,0.613,0.333,0,1.487,-1.301,-1.186,0.925,-0.033,-0.178,0.399,-0.454,3,2,0,-1.531,3,NA,2,0.754184082586864,0.219417910387405,0,0,4.58199807110883,7.50759997659221,281.325360212044,-3.13582201322427,13366885,11195167,36.9641044464896,0.189933734,0,0,0,12,22,3,2,4.5750355639941,4.49008996209314,-1.531,-1.531
2004,"RWA",0,0,0,1,1,2,"RWA",1,0.199,-0.792,0.941,0.333,0.167,0,1.577,0.539,-1.684,0.187,0.787,0.026,-2.054,-1.541,4,1,0,0.792,3,NA,4,-0.802322387861301,0.249378709678831,0.0126666666666667,0,6.13850454155699,7.02043949824649,270.323307927217,4.71179812297422,8791853,7305326,33.4595851033598,0.430854243,0,0,0,26,NA,4,4,6.3225880959004,6.48475082043121,0.792,0.792
2004,"SAF",NA,0,0,0,0,4,"ZAF",3,0.76,1.296,1.643,0.503,0,0,0.986,-0.023,0.782,-0.428,0.667,1.722,0.668,1.877,4,3,0,-1.296,3,NA,3,-0.301494746313395,0.221414913660939,0,0,5.63767690000909,4.77963979439938,5268.27857621702,3.58123021106213,48556071,19911388,45.6435752240041,8.425118683,2,8,0,35,46,3,3,5.67438926046936,5.71802574664989,-1.296,-1.296
2004,"SEN",NA,0,0.5,0,0,2,"SEN",2,0.684,1.748,1.889,0.264,0.167,0,1.349,-0.767,1.024,0.433,1.171,0.876,-0.047,1.464,4,3,0,-1.748,1,NA,2,0.704721630247232,0.248572954553609,0,0,4.63146052344846,1.97163158742871,941.873792468596,2.05929577338581,10698691,6279490,53.6592031275529,4.38602398,0,0,0,0,30,2,3,4.84719611114789,5.18725020547736,-1.748,-1.748
2004,"SIE",0.666666666666667,0,0.666666666666667,1,0.333333333333333,3,"SLE",2,0.556,1.402,0.699,0.658,0.083,0,0.204,-1.365,1.173,0.758,0.508,1.337,1.905,1.317,4,3,0,-1.402,2,NA,3,0.250635571016692,0.243408541701575,0,0,5.085546582679,11.1023236756794,258.473168803963,2.96846663220316,5533329,3508352,46.1719997388859,0.203007681,0,0,1,3,23,4,3,5.48618350349736,5.51564638676541,-1.402,-1.029
2004,"SOM",NA,0.166666666666667,0,0,0,6,"SOM",0,0.177,-2.015,-2.158,0.932,0.083,0,-2.31,-1.125,-0.079,-2.786,-0.6,-0.489,-0.043,-0.19,3,3,0,2.015,4,NA,4,-1.24618790317144,0.190503474824685,1.33666666666667,0,6.58237005686713,NA,NA,NA,10117354,6522557,NA,1.053454744,0,0,2,926,NA,4,4,6.58938959104656,6.59199765810408,2.015,2.015
2004,"SUD",NA,0,0,0,0,2,"SDN",1,0.183,-0.944,-1.956,0.915,0.375,0,0.239,0.913,-2.742,0.133,-1.938,-2.369,-1.823,-1.477,2,0,0,0.944,5,NA,5,-2.55817882000747,0.150325996856627,6716.19066666667,6038.5,7.89436097370316,10.1433483895059,737.122802734375,2.3273511267635,28831550,19401615,30.4323376195052,0.791561615,1,0,59,11451,22,5,5,7.86216022107222,7.10958247732133,1.436,1.436
2004,"SWA",0,0,0,1,1,2,"SWZ",0,0.123,1.141,-0.637,0.624,0.1,0.8,1.604,-0.764,-0.057,-0.363,-0.338,0.235,-1.346,-0.266,3,3,0,-1.141,2,NA,2,0.776643899296027,0.245248132168492,0,0,4.55953825439967,2.36992798917747,2599.15214954166,2.94651490452893,1065764,829527,150.17440958364,3.228685073,0,1,0,0,NA,2,2,4.40126627647966,4.41820908484251,-1.141,-1.141
2004,"TAZ",NA,0,0.4,1,0.4,5,"TZA",1,0.449,1.507,1.288,0.4,0.2,0,0.591,0.511,1.176,1.259,0.818,1.176,1.048,0.877,4,3,0,-1.507,2,NA,3,0.0419333270648491,0.216462357775618,0,0,5.29424882663084,5.35429372711806,447.589752197266,4.63129002521421,38360879,29068723,33.5982316955781,0.877574971,1,0,6,17,28,3,3,5.30394630612066,5.279092948308,-1.507,-1.507
2004,"TOG",0.5,0.5,0,1,0.5,2,"TGO",1,0.308,-0.506,-0.328,0.889,0.2,0,0.126,1.069,-0.879,1.983,-0.908,-1.219,-1.598,0.837,3,2,0,0.506,3,NA,3,-0.237279065927814,0.283504640642187,0,0,5.57346121962351,6.31025984592111,406.092358852601,-3.54470314762656,5565218,3632752,81.7168437127658,1.5,0,3,0,2,NA,3,2,5.38150292137034,5.18892011008807,0.506,0.506
2004,"TUN",NA,0,0,1,0.5,2,"TUN",1,0.189,-0.173,-0.405,0.776,0.2,0,0.736,1.624,-3.589,0.858,-0.62,-1.611,-2.923,-2.863,3,0,0,0.173,3,NA,3,-0.116200910492728,0.217527250268611,0,0,5.45238306418842,3.04495874209081,3029.84876850628,5.21983254278358,10292225,3607425,86.9253446966283,8.528817752,1,0,2,0,50,3,2,5.46483575419061,5.46127427272476,0.173,0.173
2004,"UGA",1,0.333333333333333,0.666666666666667,0,0,3,"UGA",1,0.274,-0.214,0.467,0.747,0.2,0,1.251,0.847,-0.367,-0.372,-0.503,0.34,-1.377,-0.895,3,2,0,0.214,4,NA,4,-1.40093188744946,0.170368024459715,4.98266666666667,0,6.73711404114515,15.1925629839147,292.472665588666,3.69364648180827,27146084,22665080,35.4600862456436,0.71997068,1,0,9,1415,26,4,4,6.72354865829028,6.70263714031018,0.214,0.214
2004,"ZAM",0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,3,"ZMB",1,0.491,0.901,1.084,0.172,0.333,0,0.979,-1.516,1.812,-0.449,1.557,1.533,0.235,1.901,4,4,0,-0.901,3,NA,3,-0.177497432304299,0.209897888785861,0,0,5.51367958599999,13.7756377211636,556.050051613635,3.6834162537273,11188040,7112237,70.8130749317722,1.1,0,0,4,6,26,3,3,5.5080855289578,5.53440843624532,-0.901,-0.901
2004,"ZIM",0.333333333333333,0.333333333333333,0,1,0.333333333333333,3,"ZWE",1,0.252,-2.394,-1.52,0.897,0.083,0,2.058,0.189,0.021,1.054,-0.395,-0.056,-1.047,-0.188,3,3,0,2.394,3,NA,4,-1.12872901581424,0.189869526789789,0.327333333333333,0,6.46491116950993,8.43730994677101,477.399491040164,-6.46631853942672,12160881,7990428,76.0396085957306,2.1,4,0,82,2,23,4,3,6.453981429934,6.3364704973009,2.394,2.394
2005,"ALG",0.666666666666667,0.666666666666667,0,1,0.333333333333333,3,"DZA",1,0.342,1.125,-0.54,0.664,0.375,0,1.071,1.298,-0.963,2.048,-0.83,-0.894,-1.675,-0.723,3,2,0,-1.125,4,NA,4,-1.16385372206178,0.194673546041176,0.59,0,6.50003587575747,32.6800315430258,3131.32818989681,4.46524506291138,32956690,11920435,71.2786009597481,5.843942092,0,7,0,254,28,4,4,6.58264046444125,6.78504665473611,-1.094,-1.094
2005,"ANG",NA,0,0,1,0.666666666666667,3,"AGO",0,0.178,-0.299,-0.707,0.935,0.35,0,0.923,-0.031,0.922,0.148,0.335,0.617,-0.385,1.153,4,3,0,0.299,3,NA,4,-0.950071051149366,0.230649458076284,0.0946666666666667,0,6.28625320484506,42.7600742732017,1900.72381643441,11.0095655732264,19450959,8558422,106.590962129525,1.143366827,0,0,0,3,20,4,4,6.60337682993828,7.05986324350707,0.299,0.673
2005,"BEN",0.5,0.5,0,1,0.25,4,"BEN",2,0.636,1.565,1.386,0.602,0.208,0,0.997,-0.176,2.235,1.776,2.067,1.997,0.643,1.874,4,4,0,-1.565,NA,NA,3,0.886489700848216,0.250541760259444,0,0,4.44969245284748,3.07234403993019,805.904685277445,-1.46781382104416,8149419,4845400,39.0959311879142,1.271031439,0,0,0,0,29,2,2,4.2490551411159,4.18843511611406,-1.565,-1.565
2005,"BFO",0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,3,"BFA",2,0.52,0.298,2.098,0.509,0.286,0,0.188,1.316,0.348,1.452,-1.279,0.645,-0.604,-0.176,2,3,0,-0.298,NA,NA,2,0.525161321324218,0.227197960794098,0,0,4.81102083237147,6.37352650275332,442.944430628899,5.29343297349088,13876127,10887626,34.1721697681049,0.469914489,1,0,0,0,34,2,3,4.79093894091782,4.93546380813133,-0.298,-0.298
2005,"BOT",0.333333333333333,0,0.333333333333333,1,0.666666666666667,3,"BWA",3,0.717,1.952,1.564,0.175,0.067,0,1.124,0.575,1.932,-0.415,0.834,1.016,1.476,1.929,4,4,0,-1.952,NA,NA,2,1.41870651881444,0.253307042703083,0,0,3.91747563488125,2.34343304226201,5240.316159068,2.69387823705134,1892807,833895,88.5053520573505,3.262554036,1,1,0,0,59,2,2,3.86300063346808,3.83121473158017,-1.952,-1.952
2005,"BUI",0.75,0.75,0,1,0.25,4,"BDI",1,0.299,-0.854,-0.189,0.791,0.321,0,-2.556,-1.012,0.729,-1.102,0.726,-0.985,-0.417,-0.262,4,3,0,0.854,4,NA,5,-1.60769400349302,0.117522958862061,17.6453333333333,0,6.94387615718872,26.6807675145409,151.188541005904,-2.76488049377727,7388874,6696167,35.0999988412936,0.542142866,0,0,1,587,23,5,4,7.01020905458216,7.22629926331187,1.098,1.456
2005,"CAO",0.666666666666667,0,0.666666666666667,1,0.333333333333333,3,"CMR",1,0.317,0.973,-0.006,0.926,0.364,0,1.047,0.51,1.017,0.416,0.254,0.267,-0.464,-0.84,4,3,0,-0.973,3,NA,4,-0.690252210130811,0.200492347211188,0.004,0,6.0264343638265,7.39166566634719,1129.35797897075,-0.527954203572861,17275171,8889630,44.9976813478478,1.402654226,0,0,1,50,22,4,4,6.09926896025511,6.225047789884,-0.889,-0.858
2005,"CDI",1,0,1,0,0,3,"CIV",1,0.44,0.047,0.861,0.733,0.4,0,0.085,1.109,0.666,0.981,1.768,1.542,-0.402,1.292,4,3,0,-0.047,4,NA,4,-1.3990899805107,0.190294314167962,5.41466666666667,0,6.7352721342064,3.71197677716882,1267.08731129988,-1.26826505224787,18970215,10389228,62.8209360402806,1.039238205,0,0,3,226,19,5,4,7.09777903745547,7.10272248539092,0.269,0.101
2005,"CEN",0.75,0.75,0,1,0.25,4,"CAF",1,0.239,-0.844,-0.636,0.821,0.5,0,0.944,-1.28,0.942,1.109,0.843,1.749,1.699,1.181,4,3,0,0.844,3,NA,4,-1.11391739861303,0.245746885203321,0.781333333333333,0,6.45009955230872,8.63532012713763,317.877677935844,-1.3381825936235,4208834,2606573,35.0709368656226,0.268195609,0,1,2,73,NA,4,4,6.3509483660032,6.40531481268084,0.844,0.844
2005,"CHA",0.666666666666667,0,0.666666666666667,1,0.333333333333333,3,"TCD",1,0.278,-1.405,-1.108,0.97,0.25,0,-1.748,-0.367,-0.588,1.157,-1.004,-0.847,-0.253,-0.726,3,2,0,1.405,2,NA,4,-1.02848549572004,0.195017486786821,0.156666666666667,0,6.36466764941574,36.3205988355502,664.59765601918,12.7411606362719,10005012,7823819,85.8467450268875,0.3992577,2,1,0,515,17,4,4,6.41793668571811,6.4719370050761,1.405,1.405
2005,"CON",0.666666666666667,0,0.666666666666667,1,0.333333333333333,3,"COG",1,0.255,-1.458,-0.889,0.847,0.333,0,-1.056,1.597,-1.196,1.034,-0.801,-1.096,-0.589,-1.411,3,2,0,1.458,2,NA,3,0.243510268721918,0.220513570492525,0,0,5.09267188497378,48.0989114251068,1810.58894236459,3.94682345956284,3672839,1432848,119.552892262402,1.46342006,0,1,1,15,23,2,4,5.08724003433305,6.49082575337457,1.458,1.458
2005,"DJI",0,0,0,1,1,1,"DJI",1,0.25,-0.197,0.211,0.709,0.2,0.05,-0.012,-1.068,-1.016,-0.825,-0.756,-0.751,-0.478,-1.453,3,2,0,0.197,NA,NA,2,0.606925059934451,0.226309879006631,0,0,4.72925709376124,0.539507984654084,852.890188282475,NA,830861,193084,NA,0.953611449,0,1,0,0,NA,2,3,4.84013247894791,5.04295484135018,0.197,0.197
2005,"DRC",0.666666666666667,0.166666666666667,0.5,1,0.166666666666667,6,"COD",0,0.204,-0.889,-1.16,0.927,0.3,0.033,-1.544,0.042,-0.436,-1.084,-0.502,-1.315,-0.587,-1.147,3,2,0,0.889,5,NA,4,-1.73378569689033,0.162991971186577,64.552,47,7.06996785058602,23.7428655133964,211.572629664001,2.87952826492376,56550247,35354649,52.3146046950079,0.238037799,1,6,15,565,21,5,5,7.15069077007968,7.17484052996229,0.889,1.448
2005,"EGY",0.666666666666667,0,0.666666666666667,1,0.333333333333333,3,"EGY",1,0.212,-0.89,-0.73,0.763,0.348,0,-1.222,0.169,-1.84,-0.24,0.336,-1.183,-1.856,-1.61,4,1,0,0.89,3,NA,4,-1.61739486389996,0.119769460057167,19.8833333333333,13,6.95357701759565,14.464485213491,1133.10546057176,2.4201256292698,79075310,45051576,62.9526462395543,12.75,9,3,7,104,34,3,3,6.49238677383438,6.35997024185625,0.89,0.89
2005,"EQG",0,0,0,1,1,1,"GNQ",1,0.182,-1.037,-1.42,0.939,0.214,0.071,0.489,1.05,-1.15,0.358,-1.257,-1.591,-1.274,-0.967,2,2,0,1.037,3,NA,3,-0.370729002280482,0.214386071185611,0,0,5.70691115597617,56.289114416548,9502.85881614782,11.568141224778,864726,365433,131.02447181321,1.149789671,0,0,0,0,19,3,3,5.64109780396483,5.53983201605853,1.037,1.037
2005,"ERI",0,0,0,1,1,1,"ERI",0,0.068,-1.655,-2.088,0.655,0.182,0,-0.101,-1.434,-1.835,1.271,-2.604,-1.924,-1.78,-2.562,1,1,0,1.655,3,NA,3,-0.713168830513468,0.226327598392033,0.008,0,6.04935098420916,3.27617159606179,387.898540350192,0.0898264853583157,2831732,1951092,61.1060310218073,NA,0,0,1,165,26,3,3,5.89048801880164,5.69441916862201,1.655,1.655
2005,"ETH",0,0,0,1,1,1,"ETH",1,0.255,-0.604,0.099,0.473,0.2,0,0.196,-0.58,-0.962,0.836,-1.035,-0.668,-0.261,-1.07,3,2,0,0.604,4,NA,4,-1.59615028080802,0.174667428903791,26.0866666666667,0,6.93233243450372,23.4931936600342,160.076791772058,8.68819314738802,77469940,65307159,NA,0.219659819,7,4,13,1283,22,4,4,7.43103508652744,7.41078894677443,0.604,0.604
2005,"GAB",0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,3,"GAB",1,0.351,2.056,0.866,0.821,0.417,0,1.58,-0.081,0.708,0.579,-1.701,-0.463,0.674,0.227,2,3,0,-2.056,NA,NA,3,0.607236216456654,0.244885210401365,0,0,4.72894593723904,37.767344326428,6570.96326530919,-0.227534413559397,1458353,255912,83.9495998399241,4.89326475,0,0,0,0,29,2,2,4.44146595719638,4.30009676058938,-2.056,-2.056
2005,"GAM",0,0,0,1,1,1,"GMB",1,0.259,-1.022,-0.756,0.747,0.227,0,0.446,0.882,-0.655,0.256,-1.136,-0.635,-0.185,-0.385,2,2,0,1.022,NA,NA,2,-1.67559829764342,0.119915609295992,32.8053333333333,28,7.01178045133912,2.63182573752435,618.959813461158,-5.18307801057585,1660368,796645,50.0187233950976,3.799001139,0,0,2,57,27,2,2,4.47862560934781,4.46810925399878,1.022,1.022
2005,"GHA",0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,3,"GHA",3,0.729,2.177,2.03,0.668,0.158,0.026,1.955,0.254,1.636,-1.035,1.451,1.2,1.454,1.192,4,4,0,-2.177,1,NA,3,0.489023858927828,0.223230995489149,0,0,4.84715829476787,11.7318044619005,477.601092763442,3.12030742525397,22496951,11854093,98.1715141146279,1.831197461,0,0,0,2,35,3,3,4.90013897899873,4.96745524826063,-2.177,-2.177
2005,"GNB",1,0.5,0.5,0,0,2,"GNB",1,0.458,0.072,0.455,0.85,0.2,0,-0.077,-2.136,1.078,-1.479,1.485,0.722,0.762,1.545,4,3,0,-0.072,2,NA,3,0.814009067246229,0.230506388105615,0,0,4.52217308644946,13.3963690749939,425.471888739684,1.79462950306259,1379713,853256,41.3183809560734,1.901365316,1,1,0,5,NA,2,2,4.50654418775336,4.56906909946785,-0.072,-0.072
2005,"GUI",0.666666666666667,0.333333333333333,0.333333333333333,0,0,3,"GIN",1,0.271,-0.492,-0.633,0.959,0.45,0,0.009,-1.259,0.291,0.094,-0.38,0.312,0.814,-1.155,3,3,0,0.492,2,NA,3,0.22496400508023,0.23609533563777,0,0,5.11121814861546,21.0874675395337,321.338633269515,0.979328740156433,9140114,6191787,69.8967259154582,0.542254181,2,3,1,9,NA,3,3,5.04086730388644,5.06967769880136,0.492,0.492
